Course Code,Course Name,Learner ID,Department,Assigned On,Started,Completion Status,Progress %,Score,Assessment Passed,Completed On,Due Date
cyber-aware-2026q1,Cyber Awareness 2026,L00672,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00673,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00674,Finance,12/01/2026,1,Completed,100%,87.7,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00675,HR,12/01/2026,1,Completed,100%,71.7,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00676,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00677,Manufacturing,12/01/2026,1,Completed,100%,74.3,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00678,Technology,12/01/2026,1,Completed,100%,90.1,Yes,27/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00679,Operations,12/01/2026,1,In Progress,70%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00680,Technology,12/01/2026,1,Completed,100%,74.5,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00681,Manufacturing,12/01/2026,1,Completed,100%,76.0,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00682,Marketing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00683,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00684,Manufacturing,12/01/2026,1,Completed,100%,88.3,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00685,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00686,Legal,12/01/2026,1,Completed,100%,67.0,No,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00687,HR,12/01/2026,1,Completed,100%,95.2,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00688,Technology,12/01/2026,1,In Progress,40%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00689,Marketing,12/01/2026,1,Completed,100%,79.6,Yes,03/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00690,Operations,12/01/2026,1,In Progress,25%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00691,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00692,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00693,Sales,12/01/2026,1,Completed,100%,85.7,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00694,Technology,12/01/2026,1,Completed,100%,89.8,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00695,Technology,12/01/2026,1,Completed,100%,81.7,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00696,Manufacturing,12/01/2026,1,In Progress,40%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00697,Manufacturing,12/01/2026,1,Completed,100%,77.4,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00698,Technology,12/01/2026,1,Completed,100%,76.4,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00699,Technology,12/01/2026,1,Completed,100%,85.6,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00700,HR,12/01/2026,1,Completed,100%,68.3,No,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00701,Operations,12/01/2026,1,Completed,100%,74.7,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00702,Marketing,12/01/2026,1,Completed,100%,75.0,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00703,Marketing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00704,Operations,12/01/2026,1,Completed,100%,83.7,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00705,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00706,Operations,12/01/2026,1,Completed,100%,83.9,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00707,Sales,12/01/2026,1,Completed,100%,88.9,Yes,27/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00708,Technology,12/01/2026,1,Completed,100%,63.6,No,27/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00709,Manufacturing,12/01/2026,1,In Progress,55%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00710,Technology,12/01/2026,1,Completed,100%,82.1,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00711,Finance,12/01/2026,1,Completed,100%,79.6,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00712,Marketing,12/01/2026,1,Completed,100%,94.0,Yes,27/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00713,Manufacturing,12/01/2026,1,In Progress,85%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00714,Finance,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00715,Operations,12/01/2026,1,In Progress,40%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00716,Manufacturing,12/01/2026,1,In Progress,25%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00717,Operations,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00718,Manufacturing,12/01/2026,1,In Progress,10%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00719,Sales,12/01/2026,1,Completed,100%,82.3,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00720,HR,12/01/2026,1,In Progress,10%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00721,Operations,12/01/2026,1,In Progress,25%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00722,HR,12/01/2026,1,Completed,100%,82.9,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00723,Operations,12/01/2026,1,Completed,100%,93.0,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00724,Sales,12/01/2026,1,Completed,100%,72.9,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00725,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00726,Marketing,12/01/2026,1,Completed,100%,81.3,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00727,Operations,12/01/2026,1,In Progress,40%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00728,Manufacturing,12/01/2026,1,In Progress,10%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00729,Finance,12/01/2026,1,Completed,100%,82.0,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00730,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00731,Operations,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00732,Sales,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00733,Manufacturing,12/01/2026,1,In Progress,25%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00734,Legal,12/01/2026,1,Completed,100%,79.1,Yes,03/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00735,Operations,12/01/2026,1,Completed,100%,74.8,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00736,Operations,12/01/2026,1,In Progress,40%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00737,Marketing,12/01/2026,1,Completed,100%,73.3,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00738,Finance,12/01/2026,1,Completed,100%,96.0,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00739,Operations,12/01/2026,1,Completed,100%,80.3,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00740,Sales,12/01/2026,1,Completed,100%,91.4,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00741,Marketing,12/01/2026,1,Completed,100%,92.1,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00742,HR,12/01/2026,1,Completed,100%,71.2,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00743,Technology,12/01/2026,1,Completed,100%,73.2,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00744,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00745,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00746,Sales,12/01/2026,1,In Progress,55%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00747,Sales,12/01/2026,1,Completed,100%,77.1,Yes,27/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00748,Operations,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00749,Manufacturing,12/01/2026,1,In Progress,85%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00750,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00751,Technology,12/01/2026,1,Completed,100%,88.4,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00752,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00753,Marketing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00754,Manufacturing,12/01/2026,1,In Progress,85%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00755,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00756,Legal,12/01/2026,1,Completed,100%,96.7,Yes,03/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00757,Finance,12/01/2026,1,Completed,100%,78.3,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00758,Marketing,12/01/2026,1,Completed,100%,82.5,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00759,HR,12/01/2026,1,Completed,100%,85.8,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00760,Sales,12/01/2026,1,Completed,100%,85.5,Yes,03/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00761,Operations,12/01/2026,1,Completed,100%,80.3,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00762,Finance,12/01/2026,1,Completed,100%,95.9,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00763,Technology,12/01/2026,1,Completed,100%,61.4,No,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00764,Sales,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00765,Technology,12/01/2026,1,Completed,100%,84.6,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00766,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00767,Technology,12/01/2026,1,Completed,100%,80.1,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00768,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00769,Manufacturing,12/01/2026,1,In Progress,55%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00770,Marketing,12/01/2026,1,Completed,100%,89.6,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00771,Manufacturing,12/01/2026,1,In Progress,10%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00772,Technology,12/01/2026,1,Completed,100%,90.5,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00773,Operations,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00774,Technology,12/01/2026,1,Completed,100%,89.0,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00775,Technology,12/01/2026,1,Completed,100%,88.8,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00776,HR,12/01/2026,1,Completed,100%,78.9,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00777,Sales,12/01/2026,1,Completed,100%,89.4,Yes,03/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00778,Manufacturing,12/01/2026,1,Completed,100%,86.8,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00779,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00780,Sales,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00781,Manufacturing,12/01/2026,1,Completed,100%,73.3,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00782,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00783,Marketing,12/01/2026,1,Completed,100%,82.3,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00784,Technology,12/01/2026,1,Completed,100%,61.2,No,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00785,Operations,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00786,Technology,12/01/2026,1,Completed,100%,77.4,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00787,HR,12/01/2026,1,Completed,100%,79.2,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00788,Technology,12/01/2026,1,Completed,100%,77.5,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00789,HR,12/01/2026,1,Completed,100%,71.2,Yes,03/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00790,HR,12/01/2026,1,In Progress,25%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00791,Marketing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00792,Marketing,12/01/2026,1,Completed,100%,81.8,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00793,Finance,12/01/2026,1,Completed,100%,94.0,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00794,Legal,12/01/2026,1,Completed,100%,82.6,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00795,HR,12/01/2026,1,Completed,100%,88.9,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00796,Operations,12/01/2026,1,Completed,100%,75.5,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00797,Marketing,12/01/2026,1,In Progress,70%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00798,Manufacturing,12/01/2026,1,Completed,100%,78.3,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00799,Legal,12/01/2026,1,Completed,100%,96.0,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00800,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00801,Technology,12/01/2026,1,Completed,100%,86.7,Yes,03/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00802,Sales,12/01/2026,1,Completed,100%,73.2,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00803,Sales,12/01/2026,1,Completed,100%,83.3,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00804,Technology,12/01/2026,1,Completed,100%,75.6,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00805,Sales,12/01/2026,1,Completed,100%,80.7,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00806,Sales,12/01/2026,1,In Progress,55%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00807,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00808,Sales,12/01/2026,1,Completed,100%,78.9,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00809,Operations,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00810,Manufacturing,12/01/2026,1,In Progress,25%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00811,Operations,12/01/2026,1,Completed,100%,88.8,Yes,27/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00812,Manufacturing,12/01/2026,1,In Progress,40%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00813,Technology,12/01/2026,1,Completed,100%,80.0,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00814,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00815,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00816,Manufacturing,12/01/2026,1,Completed,100%,94.6,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00817,Manufacturing,12/01/2026,1,In Progress,10%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00818,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00819,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00820,Sales,12/01/2026,1,Completed,100%,89.2,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00821,Marketing,12/01/2026,1,Completed,100%,72.3,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00822,Operations,12/01/2026,1,Completed,100%,82.4,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00823,Sales,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00824,Manufacturing,12/01/2026,1,In Progress,70%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00825,Manufacturing,12/01/2026,1,In Progress,85%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00826,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00827,Marketing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00828,HR,12/01/2026,1,Completed,100%,84.3,Yes,27/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00829,Marketing,12/01/2026,1,Completed,100%,69.9,No,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00830,Operations,12/01/2026,1,Completed,100%,82.0,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00831,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00832,Manufacturing,12/01/2026,1,Completed,100%,81.0,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00833,Marketing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00834,Finance,12/01/2026,1,Completed,100%,88.3,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00835,Operations,12/01/2026,1,Completed,100%,86.7,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00836,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00837,Manufacturing,12/01/2026,1,Completed,100%,90.0,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00838,Sales,12/01/2026,1,Completed,100%,81.2,Yes,03/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00839,Marketing,12/01/2026,1,Completed,100%,68.7,No,27/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00840,Manufacturing,12/01/2026,1,In Progress,25%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00841,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00842,HR,12/01/2026,1,Completed,100%,84.3,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00843,Operations,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00844,Sales,12/01/2026,1,Completed,100%,83.1,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00845,Sales,12/01/2026,1,Completed,100%,89.1,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00846,Marketing,12/01/2026,1,Completed,100%,97.7,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00847,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00848,Finance,12/01/2026,1,Completed,100%,88.9,Yes,27/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00849,Technology,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00850,Operations,12/01/2026,1,Completed,100%,66.7,No,27/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00851,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00852,Manufacturing,12/01/2026,1,Completed,100%,74.7,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00853,Legal,12/01/2026,1,Completed,100%,74.1,Yes,03/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00854,Finance,12/01/2026,1,Completed,100%,95.1,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00855,Manufacturing,12/01/2026,1,In Progress,25%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00856,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00857,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00858,Manufacturing,12/01/2026,1,In Progress,55%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00859,Marketing,12/01/2026,1,Completed,100%,86.4,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00860,Marketing,12/01/2026,1,Completed,100%,79.3,Yes,27/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00861,Legal,12/01/2026,1,Completed,100%,69.3,No,03/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00862,Finance,12/01/2026,1,Completed,100%,80.3,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00863,Sales,12/01/2026,1,Completed,100%,80.9,Yes,27/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00864,HR,12/01/2026,1,Completed,100%,85.7,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00865,Legal,12/01/2026,1,Completed,100%,80.7,Yes,03/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00866,Sales,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00867,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00868,Marketing,12/01/2026,1,Completed,100%,80.4,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00869,Finance,12/01/2026,1,Completed,100%,77.7,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00870,Operations,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00871,Finance,12/01/2026,1,Completed,100%,77.0,Yes,16/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00872,Operations,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00873,Sales,12/01/2026,1,In Progress,10%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00874,Finance,12/01/2026,1,Completed,100%,100.0,Yes,26/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00875,Operations,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00876,Operations,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00877,HR,12/01/2026,1,Completed,100%,70.0,Yes,28/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00878,Technology,12/01/2026,1,Completed,100%,90.7,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00879,Marketing,12/01/2026,1,Completed,100%,91.9,Yes,23/02/2026,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00880,Manufacturing,12/01/2026,0,Not Started,0%,,,,28/02/2026
cyber-aware-2026q1,Cyber Awareness 2026,L00881,Manufacturing,12/01/2026,1,Completed,100%,78.0,Yes,03/02/2026,28/02/2026
